Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
lossless_flye	1	5100099	99.66387%	0.932	0.696	0.330	0.179	0.014	0.000
lossless_rebaler	1	5099951	99.67436000000001%	0.951	0.727	0.498	0.445	0.158	0.128
lossless_medaka	1	5111701	99.84908%	0.984	0.942	0.830	0.787	0.514	0.225
LFZip_maxerror_1_flye	1	5100018	99.67286%	0.933	0.688	0.328	0.163	0.014	0.000
LFZip_maxerror_1_rebaler	1	5100049	99.67978%	0.951	0.723	0.504	0.458	0.205	0.195
LFZip_maxerror_1_medaka	1	5111623	99.8511%	0.984	0.940	0.825	0.770	0.552	0.225
SZ_maxerror_1_flye	1	5099993	99.671345%	0.933	0.693	0.317	0.161	0.000	0.000
SZ_maxerror_1_rebaler	1	5100181	99.67485%	0.950	0.724	0.500	0.468	0.214	0.333
SZ_maxerror_1_medaka	1	5111674	99.84612%	0.983	0.938	0.824	0.796	0.581	0.333
LFZip_maxerror_2_flye	1	5100113	99.67183%	0.934	0.693	0.315	0.175	0.014	0.000
LFZip_maxerror_2_rebaler	1	5100305	99.6858%	0.951	0.734	0.493	0.470	0.181	0.205
LFZip_maxerror_2_medaka	1	5111853	99.85008%	0.985	0.940	0.832	0.785	0.538	0.342
SZ_maxerror_2_flye	1	5099783	99.664875%	0.931	0.687	0.320	0.162	0.005	0.000
SZ_maxerror_2_rebaler	1	5099919	99.677325%	0.950	0.726	0.483	0.480	0.164	0.154
SZ_maxerror_2_medaka	1	5111719	99.8511%	0.985	0.939	0.827	0.781	0.523	0.205
LFZip_maxerror_3_flye	1	5099729	99.65741%	0.930	0.685	0.311	0.177	0.023	0.000
LFZip_maxerror_3_rebaler	1	5099718	99.66092%	0.949	0.723	0.493	0.463	0.190	0.231
LFZip_maxerror_3_medaka	1	5111559	99.84709%	0.984	0.935	0.826	0.772	0.518	0.256
SZ_maxerror_3_flye	1	5099785	99.668875%	0.931	0.690	0.316	0.170	0.023	0.000
SZ_maxerror_3_rebaler	1	5099868	99.67785%	0.950	0.723	0.500	0.462	0.160	0.231
SZ_maxerror_3_medaka	1	5111642	99.84809%	0.984	0.937	0.824	0.768	0.559	0.256
LFZip_maxerror_4_flye	1	5099184	99.65890999999999%	0.928	0.676	0.302	0.158	0.009	0.000
LFZip_maxerror_4_rebaler	1	5099422	99.663905%	0.947	0.721	0.491	0.459	0.182	0.225
LFZip_maxerror_4_medaka	1	5111455	99.84409%	0.983	0.935	0.824	0.772	0.548	0.350
SZ_maxerror_4_flye	1	5099216	99.65295%	0.928	0.675	0.302	0.170	0.014	0.025
SZ_maxerror_4_rebaler	1	5099637	99.67042000000001%	0.949	0.727	0.491	0.499	0.174	0.359
SZ_maxerror_4_medaka	1	5111366	99.84708%	0.984	0.930	0.810	0.772	0.561	0.359
LFZip_maxerror_5_flye	1	5098726	99.643455%	0.924	0.674	0.295	0.155	0.009	0.026
LFZip_maxerror_5_rebaler	1	5099079	99.650465%	0.944	0.713	0.481	0.460	0.239	0.200
LFZip_maxerror_5_medaka	1	5111314	99.84511%	0.983	0.931	0.812	0.746	0.532	0.359
SZ_maxerror_5_flye	1	5098669	99.64945%	0.925	0.672	0.292	0.161	0.005	0.000
SZ_maxerror_5_rebaler	1	5099085	99.65692999999999%	0.946	0.717	0.493	0.453	0.150	0.225
SZ_maxerror_5_medaka	1	5111191	99.84609%	0.983	0.930	0.807	0.773	0.543	0.175
LFZip_maxerror_6_flye	1	5097802	99.630075%	0.918	0.651	0.288	0.147	0.023	0.026
LFZip_maxerror_6_rebaler	1	5098628	99.640085%	0.943	0.705	0.479	0.475	0.190	0.308
LFZip_maxerror_6_medaka	1	5111061	99.84011%	0.982	0.930	0.798	0.780	0.446	0.308
SZ_maxerror_6_flye	1	5098248	99.63855000000001%	0.919	0.661	0.294	0.151	0.005	0.000
SZ_maxerror_6_rebaler	1	5098861	99.64446000000001%	0.943	0.716	0.487	0.496	0.189	0.256
SZ_maxerror_6_medaka	1	5111186	99.83413%	0.981	0.926	0.812	0.754	0.509	0.275
LFZip_maxerror_7_flye	1	5097362	99.61668%	0.915	0.650	0.262	0.146	0.014	0.000
LFZip_maxerror_7_rebaler	1	5098161	99.62904499999999%	0.940	0.701	0.462	0.478	0.176	0.256
LFZip_maxerror_7_medaka	1	5110763	99.83214%	0.980	0.920	0.792	0.746	0.500	0.282
SZ_maxerror_7_flye	1	5097463	99.62263999999999%	0.916	0.647	0.278	0.135	0.014	0.000
SZ_maxerror_7_rebaler	1	5098333	99.63311%	0.940	0.701	0.476	0.466	0.199	0.341
