Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
lossless_flye	1	4638543	99.987%	0.998	0.991	0.967	0.906	0.796	0.684
lossless_rebaler	1	4638741	99.993%	0.998	0.995	0.987	0.968	0.949	0.895
lossless_medaka	1	4638966	99.999%	0.999	0.999	0.999	0.990	0.981	1.000
LFZip_maxerror_1_flye	1	4638536	99.986%	0.998	0.991	0.969	0.907	0.769	0.579
LFZip_maxerror_1_rebaler	1	4638737	99.993%	0.998	0.995	0.986	0.964	0.931	0.895
LFZip_maxerror_1_medaka	1	4638963	99.998%	0.999	0.999	0.997	0.990	0.972	1.000
SZ_maxerror_1_flye	2	4638527	99.987%	0.998	0.989	0.968	0.906	0.792	0.684
SZ_maxerror_1_rebaler	2	4638726	99.993%	0.998	0.995	0.986	0.971	0.926	0.947
SZ_maxerror_1_medaka	2	4638929	99.999%	0.999	0.999	0.997	0.989	0.977	1.000
LFZip_maxerror_2_flye	3	4640287	99.986%	0.998	0.989	0.966	0.900	0.778	0.316
LFZip_maxerror_2_rebaler	3	4640476	99.992%	0.998	0.995	0.985	0.963	0.935	0.947
LFZip_maxerror_2_medaka	3	4640346	99.998%	0.999	0.999	0.998	0.992	0.977	0.950
SZ_maxerror_2_flye	1	4638501	99.987%	0.998	0.990	0.966	0.909	0.801	0.474
SZ_maxerror_2_rebaler	1	4638740	99.993%	0.998	0.995	0.987	0.971	0.935	0.895
SZ_maxerror_2_medaka	1	4638955	99.9985%	0.999	0.999	0.998	0.990	0.968	0.947
LFZip_maxerror_3_flye	1	4638465	99.986%	0.998	0.989	0.961	0.902	0.782	0.421
LFZip_maxerror_3_rebaler	1	4638691	99.992%	0.998	0.994	0.986	0.965	0.958	0.895
LFZip_maxerror_3_medaka	1	4638955	99.998%	0.999	1.000	0.998	0.993	0.981	0.895
SZ_maxerror_3_flye	3	4640296	99.985%	0.998	0.989	0.963	0.904	0.778	0.474
