Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
lossless_flye	1	2901988	99.92003%	0.996	0.985	0.926	0.817	0.265	0.000
lossless_rebaler	1	2901080	99.92105%	0.996	0.980	0.924	0.825	0.400	0.400
lossless_medaka	1	2902324	99.94201%	0.996	0.989	0.963	0.913	0.630	0.400
LFZip_maxerror_1_flye	2	2906206	99.917535%	0.995	0.981	0.925	0.793	0.361	0.111
LFZip_maxerror_1_rebaler	2	2905138	99.92205%	0.995	0.977	0.923	0.824	0.505	0.375
LFZip_maxerror_1_medaka	2	2906454	99.93901500000001%	0.995	0.986	0.958	0.902	0.646	0.429
SZ_maxerror_1_flye	1	2901760	99.93303%	0.995	0.980	0.925	0.807	0.330	0.000
SZ_maxerror_1_rebaler	1	2900958	99.92703%	0.996	0.978	0.921	0.823	0.438	0.600
SZ_maxerror_1_medaka	1	2902198	99.94701%	0.996	0.986	0.958	0.915	0.635	0.600
LFZip_maxerror_2_flye	1	2901814	99.92004%	0.995	0.982	0.927	0.797	0.347	0.167
LFZip_maxerror_2_rebaler	1	2901013	99.91805%	0.995	0.978	0.930	0.813	0.480	0.000
LFZip_maxerror_2_medaka	1	2902403	99.94002%	0.995	0.987	0.963	0.916	0.634	0.333
SZ_maxerror_2_flye	1	2901745	99.92203%	0.996	0.984	0.929	0.799	0.260	0.000
SZ_maxerror_2_rebaler	1	2901031	99.92704%	0.996	0.981	0.928	0.824	0.402	0.167
SZ_maxerror_2_medaka	1	2902194	99.94201%	0.997	0.990	0.963	0.925	0.608	0.800
LFZip_maxerror_3_flye	1	2903527	99.91203%	0.994	0.981	0.919	0.804	0.365	0.400
LFZip_maxerror_3_rebaler	1	2902002	99.91006%	0.995	0.977	0.918	0.817	0.500	0.500
LFZip_maxerror_3_medaka	1	2903635	99.92902%	0.996	0.985	0.956	0.907	0.639	0.800
SZ_maxerror_3_flye	1	2901740	99.92203%	0.996	0.983	0.929	0.795	0.337	0.000
SZ_maxerror_3_rebaler	1	2901059	99.91905%	0.996	0.979	0.932	0.827	0.449	0.200
SZ_maxerror_3_medaka	1	2902224	99.94101%	0.997	0.989	0.967	0.905	0.698	0.167
LFZip_maxerror_4_flye	1	2901997	99.92302%	0.995	0.982	0.927	0.807	0.358	0.000
LFZip_maxerror_4_rebaler	1	2901137	99.91505%	0.995	0.976	0.921	0.824	0.433	0.333
LFZip_maxerror_4_medaka	1	2902422	99.94001%	0.997	0.987	0.962	0.917	0.624	0.400
SZ_maxerror_4_flye	1	2901677	99.90506%	0.995	0.978	0.921	0.786	0.274	0.000
SZ_maxerror_4_rebaler	1	2900794	99.91305%	0.995	0.977	0.913	0.826	0.337	0.000
SZ_maxerror_4_medaka	1	2902116	99.92702%	0.996	0.986	0.954	0.909	0.515	0.200
LFZip_maxerror_5_flye	1	2906081	99.91504%	0.994	0.979	0.912	0.797	0.253	0.000
LFZip_maxerror_5_rebaler	1	2904976	99.91305%	0.995	0.974	0.913	0.821	0.436	0.333
LFZip_maxerror_5_medaka	1	2906469	99.93202%	0.996	0.985	0.953	0.909	0.617	0.333
SZ_maxerror_5_flye	2	2943089	99.913545%	0.996	0.980	0.919	0.768	0.358	0.200
SZ_maxerror_5_rebaler	2	2942160	99.914545%	0.996	0.977	0.920	0.812	0.463	0.000
SZ_maxerror_5_medaka	2	2943778	99.92952%	0.997	0.986	0.957	0.898	0.543	0.600
LFZip_maxerror_6_flye	1	2906249	99.91104%	0.993	0.977	0.915	0.785	0.250	0.000
LFZip_maxerror_6_rebaler	1	2904823	99.90606%	0.994	0.972	0.909	0.801	0.368	0.000
LFZip_maxerror_6_medaka	1	2906414	99.92902%	0.995	0.984	0.948	0.904	0.583	0.400
SZ_maxerror_6_flye	1	2901798	99.89207%	0.994	0.976	0.916	0.767	0.234	0.000
SZ_maxerror_6_rebaler	1	2900751	99.89708%	0.995	0.973	0.907	0.801	0.389	0.200
SZ_maxerror_6_medaka	1	2902248	99.91603%	0.995	0.984	0.953	0.885	0.552	0.600
LFZip_maxerror_7_flye	1	2902016	99.86808%	0.993	0.976	0.904	0.773	0.271	0.200
LFZip_maxerror_7_rebaler	1	2900482	99.87014%	0.992	0.971	0.901	0.791	0.333	0.333
LFZip_maxerror_7_medaka	1	2902277	99.90105%	0.994	0.982	0.946	0.890	0.525	0.375
SZ_maxerror_7_flye	1	2905334	99.89707%	0.994	0.977	0.912	0.760	0.250	0.000
SZ_maxerror_7_rebaler	1	2904405	99.90107%	0.994	0.972	0.912	0.803	0.389	0.000
SZ_maxerror_7_medaka	1	2905853	99.92503%	0.995	0.983	0.952	0.894	0.495	0.667
LFZip_maxerror_8_flye	1	2901664	99.90105%	0.991	0.973	0.907	0.749	0.253	0.000
LFZip_maxerror_8_rebaler	1	2900445	99.89508%	0.992	0.971	0.902	0.779	0.312	0.000
LFZip_maxerror_8_medaka	1	2902056	99.91703%	0.994	0.982	0.946	0.880	0.546	0.400
SZ_maxerror_8_flye	1	2901432	99.86809%	0.993	0.975	0.905	0.748	0.213	0.000
SZ_maxerror_8_rebaler	1	2900459	99.8791%	0.993	0.971	0.900	0.781	0.221	0.600
SZ_maxerror_8_medaka	1	2901985	99.90504%	0.994	0.981	0.947	0.875	0.526	0.800
LFZip_maxerror_9_flye	1	2901347	99.87308%	0.993	0.972	0.895	0.749	0.211	0.000
LFZip_maxerror_9_rebaler	1	2900522	99.88709%	0.993	0.969	0.906	0.779	0.379	0.400
LFZip_maxerror_9_medaka	1	2902069	99.90804%	0.995	0.981	0.948	0.881	0.546	0.400
SZ_maxerror_9_flye	1	2901406	99.89308%	0.991	0.969	0.891	0.729	0.200	0.000
