Assembly	num_contigs	total_length	identity
lossless_flye	1	5104481	99.77836%
lossless_rebaler	1	5105252	99.77636%
lossless_medaka	1	5112396	99.88205%
LFZip_maxerror_1_flye	1	5104532	99.77341%
LFZip_maxerror_1_rebaler	1	5105218	99.77737%
LFZip_maxerror_1_medaka	1	5112346	99.88606%
SZ_maxerror_1_flye	1	5104482	99.77538%
SZ_maxerror_1_rebaler	1	5105366	99.77636%
SZ_maxerror_1_medaka	1	5112481	99.88405%
LFZip_maxerror_2_flye	1	5104430	99.77336%
LFZip_maxerror_2_rebaler	1	5105280	99.77737%
LFZip_maxerror_2_medaka	1	5112470	99.88704%
SZ_maxerror_2_flye	1	5104402	99.77037%
SZ_maxerror_2_rebaler	1	5105278	99.77833%
SZ_maxerror_2_medaka	1	5112326	99.88804%
LFZip_maxerror_3_flye	1	5104298	99.77137%
LFZip_maxerror_3_rebaler	1	5105183	99.77736%
LFZip_maxerror_3_medaka	1	5112418	99.88604%
SZ_maxerror_3_flye	1	5104311	99.77339%
SZ_maxerror_3_rebaler	1	5105311	99.77539%
SZ_maxerror_3_medaka	1	5112388	99.88804%
LFZip_maxerror_4_flye	1	5104230	99.7724%
LFZip_maxerror_4_rebaler	1	5105173	99.77534%
LFZip_maxerror_4_medaka	1	5112460	99.88605%
SZ_maxerror_4_flye	1	5104195	99.77135%
SZ_maxerror_4_rebaler	1	5105113	99.7644%
SZ_maxerror_4_medaka	1	5112464	99.88305%
LFZip_maxerror_5_flye	1	5104080	99.76245%
LFZip_maxerror_5_rebaler	1	5105173	99.77535%
LFZip_maxerror_5_medaka	1	5112418	99.88206%
SZ_maxerror_5_flye	1	5104124	99.77042%
SZ_maxerror_5_rebaler	1	5105196	99.76936%
SZ_maxerror_5_medaka	1	5112461	99.88404%
LFZip_maxerror_6_flye	1	5103831	99.76145%
LFZip_maxerror_6_rebaler	1	5105094	99.7644%
LFZip_maxerror_6_medaka	1	5112423	99.88105%
SZ_maxerror_6_flye	1	5103905	99.76539%
SZ_maxerror_6_rebaler	1	5105228	99.76743%
SZ_maxerror_6_medaka	1	5112420	99.88205%
LFZip_maxerror_7_flye	1	5103707	99.75944%
LFZip_maxerror_7_rebaler	1	5104883	99.75941%
LFZip_maxerror_7_medaka	1	5112363	99.88205%
SZ_maxerror_7_flye	1	5103672	99.75947%
SZ_maxerror_7_rebaler	1	5104758	99.75946%
SZ_maxerror_7_medaka	1	5112425	99.88005%
LFZip_maxerror_8_flye	1	5103432	99.75246%
LFZip_maxerror_8_rebaler	1	5104806	99.74846%
LFZip_maxerror_8_medaka	1	5112307	99.88005%
SZ_maxerror_8_flye	1	5103474	99.75346%
SZ_maxerror_8_rebaler	1	5104831	99.75143%
SZ_maxerror_8_medaka	1	5112390	99.87706%
LFZip_maxerror_9_flye	1	5103091	99.74455%
LFZip_maxerror_9_rebaler	1	5104696	99.74949%
LFZip_maxerror_9_medaka	1	5112380	99.87705%
SZ_maxerror_9_flye	1	5102919	99.74253%
SZ_maxerror_9_rebaler	1	5104714	99.74142%
SZ_maxerror_9_medaka	1	5112413	99.87305%
LFZip_maxerror_10_flye	1	5102644	99.73454%
LFZip_maxerror_10_rebaler	1	5104482	99.7315%
LFZip_maxerror_10_medaka	1	5112393	99.86906%
SZ_maxerror_10_flye	1	5102066	99.72657%
SZ_maxerror_10_rebaler	1	5104135	99.73244%
SZ_maxerror_10_medaka	1	5112281	99.86208%
