Assembly	num_contigs	total_length	identity
lossless_flye	1	2898795	99.614475%
lossless_rebaler	1	2895752	99.59617499999999%
lossless_medaka	1	2900923	99.73831%
LFZip_maxerror_1_flye	1	2898804	99.59738%
LFZip_maxerror_1_rebaler	1	2895737	99.601635%
LFZip_maxerror_1_medaka	1	2900679	99.7234%
SZ_maxerror_1_flye	1	2898693	99.61048%
SZ_maxerror_1_rebaler	1	2895583	99.60368%
SZ_maxerror_1_medaka	1	2900842	99.72833%
LFZip_maxerror_2_flye	1	2898695	99.60599500000001%
LFZip_maxerror_2_rebaler	1	2895846	99.583745%
LFZip_maxerror_2_medaka	1	2900984	99.72738%
SZ_maxerror_2_flye	1	2898849	99.614905%
SZ_maxerror_2_rebaler	1	2895794	99.598545%
SZ_maxerror_2_medaka	1	2900877	99.72426%
LFZip_maxerror_3_flye	1	2898847	99.61131%
LFZip_maxerror_3_rebaler	1	2895910	99.611025%
LFZip_maxerror_3_medaka	1	2900822	99.72743%
SZ_maxerror_3_flye	1	2898741	99.576595%
SZ_maxerror_3_rebaler	1	2895938	99.55883%
SZ_maxerror_3_medaka	1	2900978	99.67851%
LFZip_maxerror_4_flye	1	2898940	99.601005%
LFZip_maxerror_4_rebaler	1	2895890	99.57281499999999%
LFZip_maxerror_4_medaka	1	2901046	99.69644%
SZ_maxerror_4_flye	1	2898826	99.60049000000001%
SZ_maxerror_4_rebaler	1	2895635	99.58678%
SZ_maxerror_4_medaka	1	2900916	99.7104%
LFZip_maxerror_5_flye	1	2899134	99.55465000000001%
LFZip_maxerror_5_rebaler	1	2895872	99.531905%
LFZip_maxerror_5_medaka	1	2900956	99.68357%
SZ_maxerror_5_flye	1	2898868	99.56003000000001%
SZ_maxerror_5_rebaler	1	2895730	99.55733000000001%
SZ_maxerror_5_medaka	1	2900930	99.69442%
LFZip_maxerror_6_flye	1	2899146	99.56716%
LFZip_maxerror_6_rebaler	1	2895821	99.543405%
LFZip_maxerror_6_medaka	1	2901062	99.69253%
SZ_maxerror_6_flye	1	2899058	99.55911499999999%
SZ_maxerror_6_rebaler	1	2895914	99.555865%
SZ_maxerror_6_medaka	1	2901226	99.68648%
LFZip_maxerror_7_flye	1	2899121	99.546035%
LFZip_maxerror_7_rebaler	1	2895921	99.52998%
LFZip_maxerror_7_medaka	1	2901176	99.66653%
SZ_maxerror_7_flye	1	2899155	99.550515%
SZ_maxerror_7_rebaler	1	2895958	99.54393999999999%
SZ_maxerror_7_medaka	1	2901182	99.68446%
LFZip_maxerror_8_flye	1	2899347	99.53423000000001%
LFZip_maxerror_8_rebaler	1	2895956	99.51953499999999%
LFZip_maxerror_8_medaka	1	2901279	99.65862%
SZ_maxerror_8_flye	1	2899264	99.52461%
SZ_maxerror_8_rebaler	1	2895911	99.49215000000001%
SZ_maxerror_8_medaka	1	2901358	99.65953%
LFZip_maxerror_9_flye	1	2899455	99.518085%
LFZip_maxerror_9_rebaler	1	2895990	99.48712%
LFZip_maxerror_9_medaka	1	2901578	99.64753%
SZ_maxerror_9_flye	1	2899531	99.510525%
SZ_maxerror_9_rebaler	1	2896217	99.46277%
SZ_maxerror_9_medaka	1	2902000	99.62574%
LFZip_maxerror_10_flye	1	2899546	99.47366%
LFZip_maxerror_10_rebaler	1	2896068	99.43556%
LFZip_maxerror_10_medaka	1	2902046	99.59781%
SZ_maxerror_10_flye	1	2901032	99.28083%
SZ_maxerror_10_rebaler	1	2896469	99.24212%
SZ_maxerror_10_medaka	1	2903529	99.40261%
