Assembly	num_contigs	total_length	identity
lossless_flye	1	2897559	99.82227%
lossless_rebaler	1	2898090	99.83025%
lossless_medaka	1	2901624	99.95302%
LFZip_maxerror_1_flye	1	2897568	99.824765%
LFZip_maxerror_1_rebaler	1	2898143	99.83323%
LFZip_maxerror_1_medaka	1	2901614	99.95502%
SZ_maxerror_1_flye	1	2897584	99.828175%
SZ_maxerror_1_rebaler	1	2898142	99.82675499999999%
SZ_maxerror_1_medaka	1	2901595	99.95901%
LFZip_maxerror_2_flye	1	2897583	99.822755%
LFZip_maxerror_2_rebaler	1	2898123	99.82974999999999%
LFZip_maxerror_2_medaka	1	2901627	99.95801%
SZ_maxerror_2_flye	1	2897546	99.82515%
SZ_maxerror_2_rebaler	1	2898143	99.82976500000001%
SZ_maxerror_2_medaka	1	2901612	99.95701%
LFZip_maxerror_3_flye	1	2897532	99.82524000000001%
LFZip_maxerror_3_rebaler	1	2898100	99.82874000000001%
LFZip_maxerror_3_medaka	1	2901602	99.95701%
SZ_maxerror_3_flye	1	2897546	99.8233%
SZ_maxerror_3_rebaler	1	2898117	99.82776000000001%
SZ_maxerror_3_medaka	1	2901629	99.95701%
LFZip_maxerror_4_flye	1	2897532	99.822795%
LFZip_maxerror_4_rebaler	1	2898157	99.831255%
LFZip_maxerror_4_medaka	1	2901589	99.95801%
SZ_maxerror_4_flye	1	2897524	99.82426000000001%
SZ_maxerror_4_rebaler	1	2898145	99.83521999999999%
SZ_maxerror_4_medaka	1	2901675	99.95901%
LFZip_maxerror_5_flye	1	2897505	99.82179%
LFZip_maxerror_5_rebaler	1	2898117	99.82925%
LFZip_maxerror_5_medaka	1	2901652	99.95801%
SZ_maxerror_5_flye	1	2897522	99.824285%
SZ_maxerror_5_rebaler	1	2898157	99.82773%
SZ_maxerror_5_medaka	1	2901621	99.95901%
LFZip_maxerror_6_flye	1	2897529	99.820795%
LFZip_maxerror_6_rebaler	1	2898278	99.826255%
LFZip_maxerror_6_medaka	1	2901701	99.95501%
SZ_maxerror_6_flye	1	2897526	99.82628%
SZ_maxerror_6_rebaler	1	2898260	99.82427%
SZ_maxerror_6_medaka	1	2901639	99.95701%
LFZip_maxerror_7_flye	1	2897501	99.82319%
LFZip_maxerror_7_rebaler	1	2898284	99.819785%
LFZip_maxerror_7_medaka	1	2901795	99.95601%
SZ_maxerror_7_flye	1	2897472	99.820165%
SZ_maxerror_7_rebaler	1	2898253	99.825265%
SZ_maxerror_7_medaka	1	2901698	99.95701%
LFZip_maxerror_8_flye	1	2897547	99.824275%
LFZip_maxerror_8_rebaler	1	2898370	99.82326%
LFZip_maxerror_8_medaka	1	2901773	99.95401%
SZ_maxerror_8_flye	1	2897504	99.820765%
SZ_maxerror_8_rebaler	1	2898360	99.82078%
SZ_maxerror_8_medaka	1	2901793	99.95201%
LFZip_maxerror_9_flye	1	2897674	99.82406%
LFZip_maxerror_9_rebaler	1	2898527	99.82427%
LFZip_maxerror_9_medaka	1	2901885	99.94802%
SZ_maxerror_9_flye	1	2897456	99.82075499999999%
SZ_maxerror_9_rebaler	1	2898507	99.825245%
SZ_maxerror_9_medaka	1	2901834	99.95301%
LFZip_maxerror_10_flye	1	2897457	99.814805%
LFZip_maxerror_10_rebaler	1	2898566	99.811775%
LFZip_maxerror_10_medaka	1	2901937	99.94801%
SZ_maxerror_10_flye	1	2897333	99.80484%
SZ_maxerror_10_rebaler	1	2898999	99.80227%
SZ_maxerror_10_medaka	1	2902235	99.93701%
