Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
lossless_flye	1	5107953	99.89709%	0.990	0.909	0.670	0.353	0.123	0.000
lossless_rebaler	1	5108093	99.89608%	0.990	0.916	0.703	0.498	0.241	0.179
lossless_medaka	1	5111850	99.967%	0.999	0.995	0.971	0.894	0.673	0.410
LFZip_maxerror_1_flye	1	5107927	99.89908%	0.989	0.909	0.670	0.357	0.118	0.000
LFZip_maxerror_1_rebaler	1	5108062	99.89708%	0.990	0.914	0.704	0.485	0.230	0.128
LFZip_maxerror_1_medaka	1	5111842	99.967%	0.999	0.995	0.970	0.901	0.614	0.359
SZ_maxerror_1_flye	1	5107980	99.89807%	0.990	0.908	0.673	0.355	0.123	0.000
SZ_maxerror_1_rebaler	1	5108023	99.89807%	0.990	0.916	0.699	0.486	0.259	0.154
SZ_maxerror_1_medaka	1	5111849	99.968%	0.999	0.996	0.971	0.895	0.655	0.359
LFZip_maxerror_2_flye	1	5107888	99.89808%	0.989	0.906	0.668	0.358	0.132	0.000
LFZip_maxerror_2_rebaler	1	5107948	99.89509%	0.990	0.912	0.695	0.494	0.241	0.128
LFZip_maxerror_2_medaka	1	5111798	99.965%	0.999	0.995	0.965	0.895	0.639	0.350
SZ_maxerror_2_flye	1	5107900	99.89509%	0.990	0.907	0.669	0.343	0.127	0.000
SZ_maxerror_2_rebaler	1	5107986	99.89508%	0.989	0.914	0.702	0.487	0.236	0.128
SZ_maxerror_2_medaka	1	5111813	99.967%	0.999	0.996	0.970	0.900	0.618	0.333
LFZip_maxerror_3_flye	1	5107725	99.89109%	0.988	0.904	0.658	0.362	0.123	0.000
LFZip_maxerror_3_rebaler	1	5107936	99.89408%	0.990	0.913	0.695	0.484	0.253	0.179
LFZip_maxerror_3_medaka	1	5111784	99.966%	0.999	0.995	0.964	0.899	0.655	0.308
SZ_maxerror_3_flye	1	5107818	99.89808%	0.988	0.904	0.667	0.365	0.118	0.000
SZ_maxerror_3_rebaler	1	5107935	99.89609%	0.989	0.910	0.699	0.486	0.241	0.103
SZ_maxerror_3_medaka	1	5111819	99.966%	0.999	0.995	0.967	0.898	0.600	0.256
LFZip_maxerror_4_flye	1	5107588	99.8901%	0.987	0.899	0.652	0.361	0.123	0.000
LFZip_maxerror_4_rebaler	1	5107805	99.8931%	0.988	0.910	0.688	0.510	0.268	0.128
LFZip_maxerror_4_medaka	1	5111828	99.965%	0.998	0.994	0.963	0.889	0.659	0.410
SZ_maxerror_4_flye	1	5107694	99.89109%	0.988	0.899	0.662	0.364	0.114	0.000
SZ_maxerror_4_rebaler	1	5107906	99.89608%	0.989	0.909	0.691	0.492	0.227	0.150
SZ_maxerror_4_medaka	1	5111795	99.966%	0.998	0.994	0.963	0.883	0.661	0.333
LFZip_maxerror_5_flye	1	5107256	99.8861%	0.986	0.888	0.644	0.340	0.132	0.000
LFZip_maxerror_5_rebaler	1	5107636	99.8901%	0.988	0.903	0.686	0.487	0.268	0.256
LFZip_maxerror_5_medaka	1	5111760	99.965%	0.998	0.994	0.962	0.889	0.632	0.385
SZ_maxerror_5_flye	1	5107486	99.8881%	0.987	0.894	0.647	0.347	0.105	0.026
SZ_maxerror_5_rebaler	1	5107667	99.88911%	0.988	0.906	0.690	0.484	0.245	0.205
SZ_maxerror_5_medaka	1	5111790	99.965%	0.999	0.994	0.962	0.902	0.656	0.333
LFZip_maxerror_6_flye	1	5106979	99.87713%	0.983	0.881	0.627	0.343	0.109	0.000
LFZip_maxerror_6_rebaler	1	5107235	99.88111%	0.985	0.895	0.677	0.490	0.286	0.282
LFZip_maxerror_6_medaka	1	5111732	99.96101%	0.998	0.993	0.961	0.883	0.700	0.385
SZ_maxerror_6_flye	1	5107281	99.88311%	0.985	0.888	0.646	0.335	0.109	0.000
SZ_maxerror_6_rebaler	1	5107527	99.8841%	0.987	0.903	0.686	0.476	0.271	0.205
SZ_maxerror_6_medaka	1	5111740	99.96401%	0.998	0.993	0.959	0.886	0.636	0.385
LFZip_maxerror_7_flye	1	5106722	99.87214%	0.981	0.875	0.623	0.328	0.109	0.026
LFZip_maxerror_7_rebaler	1	5107097	99.87811%	0.984	0.895	0.669	0.469	0.300	0.179
LFZip_maxerror_7_medaka	1	5111656	99.96401%	0.998	0.993	0.955	0.886	0.645	0.410
SZ_maxerror_7_flye	1	5106919	99.87613%	0.983	0.880	0.631	0.323	0.100	0.000
SZ_maxerror_7_rebaler	1	5107271	99.88111%	0.985	0.893	0.675	0.478	0.241	0.179
SZ_maxerror_7_medaka	1	5111696	99.964%	0.998	0.993	0.956	0.877	0.650	0.359
LFZip_maxerror_8_flye	1	5106036	99.86215%	0.976	0.857	0.601	0.300	0.123	0.026
LFZip_maxerror_8_rebaler	1	5106559	99.86615%	0.981	0.881	0.655	0.482	0.277	0.179
LFZip_maxerror_8_medaka	1	5111618	99.96001%	0.998	0.991	0.946	0.893	0.636	0.436
SZ_maxerror_8_flye	1	5106430	99.86715%	0.980	0.865	0.619	0.308	0.105	0.000
SZ_maxerror_8_rebaler	1	5106962	99.87413%	0.984	0.889	0.668	0.462	0.262	0.205
SZ_maxerror_8_medaka	1	5111601	99.96201%	0.998	0.992	0.946	0.868	0.629	0.385
LFZip_maxerror_9_flye	1	5105449	99.8512%	0.974	0.843	0.578	0.272	0.105	0.000
LFZip_maxerror_9_rebaler	1	5106093	99.85817%	0.979	0.872	0.641	0.428	0.227	0.179
LFZip_maxerror_9_medaka	1	5111367	99.96101%	0.998	0.987	0.939	0.850	0.586	0.410
SZ_maxerror_9_flye	1	5105932	99.85319%	0.977	0.852	0.594	0.296	0.073	0.000
SZ_maxerror_9_rebaler	1	5106465	99.86914%	0.981	0.882	0.645	0.463	0.205	0.179
SZ_maxerror_9_medaka	1	5111523	99.962%	0.998	0.990	0.945	0.863	0.620	0.282
LFZip_maxerror_10_flye	1	5104495	99.82827%	0.965	0.822	0.544	0.262	0.059	0.000
LFZip_maxerror_10_rebaler	1	5105420	99.84019%	0.973	0.859	0.621	0.461	0.244	0.205
LFZip_maxerror_10_medaka	1	5111260	99.95301%	0.996	0.985	0.924	0.843	0.641	0.410
SZ_maxerror_10_flye	1	5104929	99.83224%	0.970	0.830	0.556	0.279	0.064	0.000
SZ_maxerror_10_rebaler	1	5105737	99.84818%	0.976	0.863	0.633	0.481	0.241	0.308
SZ_maxerror_10_medaka	1	5111362	99.95401%	0.997	0.986	0.938	0.845	0.605	0.359
