Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
lossless_flye	1	5107499	99.8821%	0.984	0.901	0.656	0.391	0.109	0.026
lossless_rebaler	1	5107075	99.86114%	0.981	0.898	0.686	0.499	0.299	0.205
lossless_medaka	1	5111724	99.94601%	0.996	0.985	0.939	0.849	0.584	0.385
LFZip_maxerror_1_flye	1	5107429	99.88012%	0.984	0.898	0.657	0.367	0.109	0.026
LFZip_maxerror_1_rebaler	1	5106965	99.86214%	0.981	0.898	0.684	0.483	0.273	0.179
LFZip_maxerror_1_medaka	1	5111691	99.94401%	0.996	0.986	0.938	0.837	0.559	0.436
SZ_maxerror_1_flye	1	5107506	99.87612%	0.984	0.898	0.665	0.386	0.109	0.026
SZ_maxerror_1_rebaler	1	5106947	99.86115%	0.981	0.897	0.682	0.503	0.285	0.205
SZ_maxerror_1_medaka	1	5111592	99.94601%	0.996	0.985	0.936	0.856	0.550	0.333
LFZip_maxerror_2_flye	1	5107352	99.87611%	0.983	0.895	0.660	0.384	0.109	0.000
LFZip_maxerror_2_rebaler	1	5106891	99.85217%	0.980	0.896	0.683	0.503	0.282	0.179
LFZip_maxerror_2_medaka	1	5111635	99.94601%	0.995	0.985	0.937	0.842	0.593	0.308
SZ_maxerror_2_flye	1	5107343	99.87711%	0.983	0.898	0.659	0.378	0.109	0.026
SZ_maxerror_2_rebaler	1	5106906	99.85915%	0.980	0.897	0.681	0.486	0.305	0.250
SZ_maxerror_2_medaka	1	5111580	99.94601%	0.996	0.985	0.934	0.844	0.555	0.333
LFZip_maxerror_3_flye	1	5107085	99.87312%	0.982	0.892	0.650	0.373	0.095	0.000
LFZip_maxerror_3_rebaler	1	5106758	99.85418%	0.979	0.892	0.679	0.520	0.295	0.231
LFZip_maxerror_3_medaka	1	5111655	99.94501%	0.996	0.985	0.934	0.839	0.600	0.359
SZ_maxerror_3_flye	1	5107231	99.87513%	0.982	0.895	0.655	0.369	0.109	0.026
SZ_maxerror_3_rebaler	1	5106915	99.85913%	0.979	0.896	0.679	0.508	0.259	0.128
SZ_maxerror_3_medaka	1	5111737	99.94501%	0.995	0.985	0.938	0.850	0.541	0.333
LFZip_maxerror_4_flye	1	5106991	99.86813%	0.980	0.891	0.643	0.370	0.109	0.000
LFZip_maxerror_4_rebaler	1	5106652	99.85218%	0.978	0.890	0.676	0.510	0.286	0.205
LFZip_maxerror_4_medaka	1	5111636	99.94301%	0.995	0.983	0.927	0.840	0.636	0.333
SZ_maxerror_4_flye	1	5107011	99.87411%	0.981	0.888	0.642	0.360	0.127	0.026
SZ_maxerror_4_rebaler	1	5106595	99.85019%	0.978	0.889	0.657	0.492	0.291	0.205
SZ_maxerror_4_medaka	1	5111583	99.94401%	0.995	0.984	0.930	0.842	0.550	0.333
LFZip_maxerror_5_flye	1	5106577	99.86114%	0.978	0.881	0.630	0.357	0.123	0.026
LFZip_maxerror_5_rebaler	1	5106163	99.84221%	0.976	0.881	0.663	0.496	0.291	0.179
LFZip_maxerror_5_medaka	1	5111564	99.94101%	0.995	0.982	0.925	0.834	0.582	0.359
SZ_maxerror_5_flye	1	5106836	99.86613%	0.980	0.885	0.642	0.369	0.100	0.026
SZ_maxerror_5_rebaler	1	5106529	99.85017%	0.978	0.888	0.670	0.492	0.282	0.231
SZ_maxerror_5_medaka	1	5111610	99.945%	0.995	0.984	0.930	0.843	0.588	0.385
