Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
LFZip_maxerror_6_flye	1	5106252	99.85118%	0.975	0.872	0.611	0.354	0.127	0.051
LFZip_maxerror_6_rebaler	1	5105888	99.83721%	0.975	0.878	0.652	0.494	0.327	0.289
LFZip_maxerror_6_medaka	1	5111460	99.93902%	0.994	0.981	0.924	0.834	0.624	0.436
SZ_maxerror_6_flye	1	5106504	99.86014%	0.978	0.878	0.627	0.369	0.109	0.000
SZ_maxerror_6_rebaler	1	5106131	99.83721%	0.975	0.883	0.664	0.492	0.259	0.282
SZ_maxerror_6_medaka	1	5111492	99.94001%	0.995	0.981	0.924	0.818	0.555	0.436
LFZip_maxerror_7_flye	1	5105889	99.84818%	0.973	0.866	0.609	0.342	0.105	0.026
LFZip_maxerror_7_rebaler	1	5105571	99.82922%	0.971	0.874	0.651	0.494	0.318	0.231
LFZip_maxerror_7_medaka	1	5111361	99.93802%	0.994	0.979	0.916	0.829	0.577	0.359
SZ_maxerror_7_flye	1	5106121	99.85118%	0.975	0.868	0.610	0.346	0.091	0.000
SZ_maxerror_7_rebaler	1	5105830	99.83419%	0.973	0.878	0.653	0.498	0.259	0.289
SZ_maxerror_7_medaka	1	5111356	99.93602%	0.994	0.980	0.915	0.825	0.555	0.333
LFZip_maxerror_8_flye	1	5104981	99.82724%	0.968	0.845	0.585	0.340	0.118	0.026
LFZip_maxerror_8_rebaler	1	5104596	99.80529%	0.967	0.858	0.638	0.504	0.330	0.333
LFZip_maxerror_8_medaka	1	5111201	99.92802%	0.993	0.976	0.903	0.808	0.586	0.436
SZ_maxerror_8_flye	1	5105574	99.8422%	0.971	0.859	0.601	0.337	0.082	0.051
SZ_maxerror_8_rebaler	1	5105210	99.82622%	0.970	0.868	0.648	0.464	0.286	0.256
SZ_maxerror_8_medaka	1	5111207	99.93601%	0.994	0.979	0.907	0.806	0.536	0.308
LFZip_maxerror_9_flye	1	5104341	99.82125%	0.964	0.838	0.566	0.291	0.109	0.026
LFZip_maxerror_9_rebaler	1	5104226	99.80432%	0.965	0.852	0.624	0.452	0.268	0.195
LFZip_maxerror_9_medaka	1	5110826	99.93002%	0.993	0.970	0.892	0.791	0.559	0.359
SZ_maxerror_9_flye	1	5104896	99.82427%	0.967	0.843	0.578	0.315	0.086	0.000
SZ_maxerror_9_rebaler	1	5104564	99.80433%	0.966	0.857	0.630	0.453	0.227	0.154
SZ_maxerror_9_medaka	1	5111132	99.93002%	0.993	0.973	0.903	0.791	0.529	0.282
LFZip_maxerror_10_flye	1	5103179	99.78638%	0.955	0.812	0.532	0.294	0.077	0.000
LFZip_maxerror_10_rebaler	1	5103042	99.77542%	0.958	0.840	0.602	0.465	0.258	0.231
LFZip_maxerror_10_medaka	1	5110632	99.91603%	0.991	0.963	0.872	0.798	0.541	0.359
SZ_maxerror_10_flye	1	5103847	99.80033%	0.959	0.824	0.540	0.302	0.086	0.026
SZ_maxerror_10_rebaler	1	5103573	99.78339%	0.960	0.844	0.611	0.461	0.249	0.256
SZ_maxerror_10_medaka	1	5110717	99.91903%	0.991	0.967	0.880	0.769	0.511	0.282
