Assembly	num_contigs	total_length	identity
lossless_flye	1	5107953	99.89709%
lossless_rebaler	1	5109254	99.90706%
lossless_medaka	1	5112016	99.96401%
LFZip_maxerror_1_flye	1	5107977	99.89907%
LFZip_maxerror_1_rebaler	1	5109187	99.90507%
LFZip_maxerror_1_medaka	1	5112009	99.964%
SZ_maxerror_1_flye	1	5107980	99.89807%
SZ_maxerror_1_rebaler	1	5109182	99.90706%
SZ_maxerror_1_medaka	1	5112023	99.964%
LFZip_maxerror_2_flye	1	5107888	99.89808%
LFZip_maxerror_2_rebaler	1	5109195	99.90606%
LFZip_maxerror_2_medaka	1	5111990	99.965%
SZ_maxerror_2_flye	1	5107887	99.89507%
SZ_maxerror_2_rebaler	1	5109228	99.90606%
SZ_maxerror_2_medaka	1	5111986	99.96501%
LFZip_maxerror_3_flye	1	5107775	99.89509%
LFZip_maxerror_3_rebaler	1	5109141	99.90805%
LFZip_maxerror_3_medaka	1	5112000	99.963%
SZ_maxerror_3_flye	1	5107831	99.89808%
SZ_maxerror_3_rebaler	1	5109135	99.90405%
SZ_maxerror_3_medaka	1	5112028	99.962%
LFZip_maxerror_4_flye	1	5107676	99.89409%
LFZip_maxerror_4_rebaler	1	5109070	99.90207%
LFZip_maxerror_4_medaka	1	5111966	99.962%
SZ_maxerror_4_flye	1	5107691	99.8911%
SZ_maxerror_4_rebaler	1	5109105	99.90307%
SZ_maxerror_4_medaka	1	5111968	99.964%
LFZip_maxerror_5_flye	1	5107478	99.8871%
LFZip_maxerror_5_rebaler	1	5108950	99.90306%
LFZip_maxerror_5_medaka	1	5111939	99.963%
SZ_maxerror_5_flye	1	5107486	99.8881%
SZ_maxerror_5_rebaler	1	5109020	99.90008%
SZ_maxerror_5_medaka	1	5111985	99.961%
LFZip_maxerror_6_flye	1	5107249	99.88112%
LFZip_maxerror_6_rebaler	1	5108846	99.89907%
LFZip_maxerror_6_medaka	1	5111882	99.95901%
SZ_maxerror_6_flye	1	5107298	99.88411%
SZ_maxerror_6_rebaler	1	5108854	99.89508%
SZ_maxerror_6_medaka	1	5111901	99.96201%
LFZip_maxerror_7_flye	1	5106883	99.87513%
LFZip_maxerror_7_rebaler	1	5108620	99.89408%
LFZip_maxerror_7_medaka	1	5111884	99.961%
SZ_maxerror_7_flye	1	5106919	99.87613%
SZ_maxerror_7_rebaler	1	5108617	99.89009%
SZ_maxerror_7_medaka	1	5111882	99.962%
LFZip_maxerror_8_flye	1	5106490	99.86914%
LFZip_maxerror_8_rebaler	1	5108387	99.88809%
LFZip_maxerror_8_medaka	1	5111749	99.959%
SZ_maxerror_8_flye	1	5106447	99.86614%
SZ_maxerror_8_rebaler	1	5108456	99.88808%
SZ_maxerror_8_medaka	1	5111794	99.95901%
LFZip_maxerror_9_flye	1	5106086	99.85916%
LFZip_maxerror_9_rebaler	1	5108106	99.8831%
LFZip_maxerror_9_medaka	1	5111767	99.95601%
SZ_maxerror_9_flye	1	5105920	99.85518%
SZ_maxerror_9_rebaler	1	5108114	99.8821%
SZ_maxerror_9_medaka	1	5111707	99.958%
LFZip_maxerror_10_flye	1	5105565	99.8492%
LFZip_maxerror_10_rebaler	1	5107931	99.87811%
LFZip_maxerror_10_medaka	1	5111642	99.95501%
SZ_maxerror_10_flye	1	5104929	99.83224%
SZ_maxerror_10_rebaler	1	5107584	99.87114%
SZ_maxerror_10_medaka	1	5111538	99.95301%
